Factor,estimate,.y.,group1,group2,n1,n2,statistic,p,conf.low,conf.high,method,alternative,p.adj,Mean1,Mean2,Mean.diff.log,comparisons,lab.p.adj,lab.p,label,Sites
Holdemanella_biformis,0.271971608695515,Value,BL,T04,20,20,141,0.189,-0.226555897576096,0.453043395029298,Wilcoxon,two.sided,0.8585,-2.70695631304963,-2.89042366382272,-0.16844856258089,BL/T04,ns,ns,ns/ns,TO
Holdemanella_porci,0.00525620028258356,Value,BL,T04,20,20,105,1,-0.329522508328067,0.314409900036723,Wilcoxon,two.sided,1,-2.75787472402938,-2.83978858953711,-0.0787315705158771,BL/T04,ns,ns,ns/ns,TO
Holdemania_filiformis,0.0444768035285976,Value,BL,T04,20,20,110,0.869,-0.264231686140602,0.322019936809982,Wilcoxon,two.sided,0.997351097178683,-2.74738174379641,-2.77221500938137,-0.0245299316365567,BL/T04,ns,ns,ns/ns,TO
Holdemania_massiliensis,0.0942530749015639,Value,BL,T04,20,20,119,0.622,-0.264245322060364,0.472303360469311,Wilcoxon,two.sided,0.997351097178683,-2.74670785727654,-2.82356981447038,-0.0740512165088538,BL/T04,ns,ns,ns/ns,TO
Hungatella_hathewayi,0.000958082460584653,Value,BL,T04,20,20,106,0.985,-0.218431475126303,0.253290515959238,Wilcoxon,two.sided,0.997351097178683,-2.6533237901136,-2.66894776453018,-0.015503176730245,BL/T04,ns,ns,ns/ns,TO
Hydrogenoanaerobacterium_saccharovorans,0.0153705863068343,Value,BL,T04,20,20,108,0.927,-0.249427913736489,0.322347974480246,Wilcoxon,two.sided,0.997351097178683,-2.65080055062357,-2.72709232022269,-0.0735215863194698,BL/T04,ns,ns,ns/ns,TO
Intestinibacter_bartlettii,0.0706680029424411,Value,BL,T04,20,20,122,0.546,-0.198097774483468,0.415666673324664,Wilcoxon,two.sided,0.997351097178683,-2.82842729006813,-2.92551706312352,-0.092661012999835,BL/T04,ns,ns,ns/ns,TO
Intestinimonas_butyriciproducens,0.17657670100603,Value,BL,T04,20,20,135,0.277,-0.124866195157321,0.435001595134372,Wilcoxon,two.sided,0.930330985915493,-2.67348707174829,-2.788311515381,-0.108696942858825,BL/T04,ns,ns,ns/ns,TO
Intestinimonas_massiliensis,-0.0886754145327757,Value,BL,T04,20,20,93,0.674,-0.330090275142179,0.290853655775072,Wilcoxon,two.sided,0.997351097178683,-2.8887219524359,-2.83020591217278,0.0568679652456721,BL/T04,ns,ns,ns/ns,TO
Klebsiella_pneumoniae,-0.00601537687635845,Value,BL,T04,20,20,103,0.956,-0.252371220775215,0.14989927105581,Wilcoxon,two.sided,0.997351097178683,-2.80702363610975,-2.64532862653565,0.149880153732336,BL/T04,ns,ns,ns/ns,TO
Klebsiella_quasipneumoniae,0.145126155557941,Value,BL,T04,20,20,139,0.216,-0.144464560085547,0.443285639865926,Wilcoxon,two.sided,0.861333333333333,-2.96303121940098,-3.05200718682884,-0.0852377752296716,BL/T04,ns,ns,ns/ns,TO
Klebsiella_variicola,0.00124683209815024,Value,BL,T04,20,20,106,0.985,-0.365610580007645,0.325080151596551,Wilcoxon,two.sided,0.997351097178683,-2.90932575824454,-2.85599373899377,0.0519584913831964,BL/T04,ns,ns,ns/ns,TO
Lachnospira_eligens,-0.136648026652884,Value,BL,T04,20,20,81,0.388,-0.434376388495352,0.172633054208448,Wilcoxon,two.sided,0.930330985915493,-2.40651761808976,-2.29186370915665,0.108543961153721,BL/T04,ns,ns,ns/ns,TO
Lachnospira_pectinoschiza,0.170358364024396,Value,BL,T04,20,20,136,0.261,-0.121413413936883,0.343209174934531,Wilcoxon,two.sided,0.926406593406593,-2.29707809608926,-2.46264310094009,-0.153205952156141,BL/T04,ns,ns,ns/ns,TO
Lachnospira_sp_NSJ_43,-0.0180535742582176,Value,BL,T04,20,20,103,0.956,-0.305421752111711,0.1497119061495,Wilcoxon,two.sided,0.997351097178683,-2.77971754962732,-2.73369318134666,0.0449966620068077,BL/T04,ns,ns,ns/ns,TO
Lachnospiraceae_bacterium_AM48_27BH,-0.131983540680109,Value,BL,T04,20,20,77,0.312,-0.406961879333731,0.14018443126072,Wilcoxon,two.sided,0.930330985915493,-2.94790653222518,-2.81549649844261,0.124348134850907,BL/T04,ns,ns,ns/ns,TO
Lachnospiraceae_bacterium_BX3,-0.144247884058025,Value,BL,T04,20,20,70,0.202,-0.384217201868745,0.0897722879467919,Wilcoxon,two.sided,0.8585,-2.82451768121919,-2.6834213734278,0.131989473795905,BL/T04,ns,ns,ns/ns,TO
Lachnospiraceae_bacterium_Marseille_Q4251,-0.282390689614901,Value,BL,T04,20,20,42,0.0172,-0.549041095259886,-0.0648711309105077,Wilcoxon,two.sided,0.8585,-2.86630769457191,-2.58719913480981,0.246163397620282,BL/T04,ns,*,*/ns,TO
Lachnospiraceae_bacterium_OM04_12BH,0.217463535624422,Value,BL,T04,20,20,148,0.114,-0.0277251353076844,0.424869184772287,Wilcoxon,two.sided,0.8585,-2.75161935466885,-2.92114090686023,-0.156594735424137,BL/T04,ns,ns,ns/ns,TO
Lacrimispora_amygdalina,-0.156738252717883,Value,BL,T04,20,20,69,0.189,-0.400693557752463,0.092535651698495,Wilcoxon,two.sided,0.8585,-2.73052060952205,-2.57793433985157,0.142008347465074,BL/T04,ns,ns,ns/ns,TO
Lacrimispora_celerecrescens,-0.0148451253742153,Value,BL,T04,20,20,101,0.898,-0.253647383969155,0.27041894838937,Wilcoxon,two.sided,0.997351097178683,-2.68903526285101,-2.67061007477499,0.0182575009442266,BL/T04,ns,ns,ns/ns,TO
Lacrimispora_saccharolytica,0.0333178843323416,Value,BL,T04,20,20,114,0.756,-0.220327443746254,0.268396509573732,Wilcoxon,two.sided,0.997351097178683,-2.81473128665484,-2.85819662601668,-0.042547231230554,BL/T04,ns,ns,ns/ns,TO
Lawsonibacter_asaccharolyticus,0.119234221520289,Value,BL,T04,20,20,135,0.277,-0.14643849213099,0.357199075950414,Wilcoxon,two.sided,0.930330985915493,-2.75994326137884,-2.86074790925081,-0.0960414104554438,BL/T04,ns,ns,ns/ns,TO
Longicatena_caecimuris,-0.187112360092445,Value,BL,T04,20,20,88,0.546,-0.616056935378658,0.276431934094503,Wilcoxon,two.sided,0.997351097178683,-3.02875161152714,-2.85334862233612,0.161611058319786,BL/T04,ns,ns,ns/ns,TO
Megamonas_funiformis,-0.115673520690728,Value,BL,T04,20,20,67,0.165,-0.44908630844711,0.0521766841614668,Wilcoxon,two.sided,0.8585,-2.82443287601656,-2.61007175779079,0.194218109875388,BL/T04,ns,ns,ns/ns,TO
Megasphaera_sp_NM10,0.114046668195706,Value,BL,T04,20,20,116,0.701,-0.269404360256863,0.503267225004843,Wilcoxon,two.sided,0.997351097178683,-2.76647959604964,-2.88785514139707,-0.114556097217491,BL/T04,ns,ns,ns/ns,TO
Mesosutterella_multiformis,-0.088996240016155,Value,BL,T04,20,20,91,0.622,-0.332954583319922,0.316842501351192,Wilcoxon,two.sided,0.997351097178683,-2.74739239177465,-2.74607308556009,0.00131843669480553,BL/T04,ns,ns,ns/ns,TO
Negativibacillus_massiliensis,0.229060361075356,Value,BL,T04,20,20,149,0.105,-0.0511508481439815,0.508606772851353,Wilcoxon,two.sided,0.8585,-2.7536397877238,-2.98382378034106,-0.207163745690941,BL/T04,ns,ns,ns/ns,TO
Odoribacter_sp_AF15_53,-0.0930172444821186,Value,BL,T04,20,20,94,0.701,-0.363656551632228,0.263686224879849,Wilcoxon,two.sided,0.997351097178683,-2.82624338678528,-2.73433786774488,0.087924352554274,BL/T04,ns,ns,ns/ns,TO
Odoribacter_splanchnicus,-0.0623019912260262,Value,BL,T04,20,20,82,0.409,-0.310406684629126,0.0664533610867026,Wilcoxon,two.sided,0.930330985915493,-2.72027286724866,-2.58942441955915,0.1229681896492,BL/T04,ns,ns,ns/ns,TO
Oscillibacter_sp_ER4,0.139811238364057,Value,BL,T04,20,20,143,0.165,-0.0460101343649317,0.335332748664976,Wilcoxon,two.sided,0.8585,-2.63885852387818,-2.73326216022924,-0.0902095905698321,BL/T04,ns,ns,ns/ns,TO
Oscillospiraceae_bacterium_Marseille_Q3528,0.117460615025211,Value,BL,T04,20,20,144,0.154,-0.091664517575434,0.345272394406382,Wilcoxon,two.sided,0.8585,-2.67357326160098,-2.82333613455774,-0.139555723684645,BL/T04,ns,ns,ns/ns,TO
Oscillospiraceae_bacterium_N12,-0.00675240166746238,Value,BL,T04,20,20,104,0.985,-0.37791357850901,0.333972654851665,Wilcoxon,two.sided,0.997351097178683,-2.96750295042795,-2.94474345036434,0.0225043665289063,BL/T04,ns,ns,ns/ns,TO
Oscillospiraceae_unclassified_SGB15252,-0.293607567262442,Value,BL,T04,20,20,53,0.0532,-0.583263988893061,0.00220355753591184,Wilcoxon,two.sided,0.8585,-2.97390573417562,-2.67762814777284,0.259496762034497,BL/T04,ns,ns,ns/ns,TO
Oscillospiraceae_unclassified_SGB15256,0.0145860031858449,Value,BL,T04,20,20,108,0.927,-0.301939938782749,0.303087888628821,Wilcoxon,two.sided,0.997351097178683,-2.74566832830314,-2.71467039036524,0.0305272049725895,BL/T04,ns,ns,ns/ns,TO
Parabacteroides_distasonis,0.0455770095827954,Value,BL,T04,20,20,121,0.571,-0.122584441839441,0.243056247063734,Wilcoxon,two.sided,0.997351097178683,-2.36262936520804,-2.43152618041913,-0.0666271027920572,BL/T04,ns,ns,ns/ns,TO
Parabacteroides_faecis,0.176240636021203,Value,BL,T04,20,20,139,0.216,-0.100895396706145,0.511312876949886,Wilcoxon,two.sided,0.861333333333333,-2.72767646978339,-2.93937021956052,-0.192019174015684,BL/T04,ns,ns,ns/ns,TO
Parabacteroides_goldsteinii,-0.0315623175038986,Value,BL,T04,20,20,98,0.812,-0.401364256378855,0.157811335723364,Wilcoxon,two.sided,0.997351097178683,-2.81846864863815,-2.72481171710371,0.0895270639007191,BL/T04,ns,ns,ns/ns,TO
Parabacteroides_johnsonii,0.0741420248590847,Value,BL,T04,20,20,118,0.648,-0.312952745605813,0.392689993456606,Wilcoxon,two.sided,0.997351097178683,-2.84784016689406,-2.8480605065524,-0.000220315387131356,BL/T04,ns,ns,ns/ns,TO
Parabacteroides_merdae,0.0647323548845026,Value,BL,T04,20,20,122,0.546,-0.13451259301602,0.296118275378659,Wilcoxon,two.sided,0.997351097178683,-2.4608009149363,-2.56631527538832,-0.100310711237346,BL/T04,ns,ns,ns/ns,TO
Parabacteroides_sp_TM07_1AC,0.109841666795924,Value,BL,T04,20,20,121,0.571,-0.205087407663849,0.428293716006172,Wilcoxon,two.sided,0.997351097178683,-2.78347044972234,-2.88811790748549,-0.0995262413164676,BL/T04,ns,ns,ns/ns,TO
Paraprevotella_clara,-0.0359515764241872,Value,BL,T04,20,20,97,0.784,-0.325538147636757,0.221032907031852,Wilcoxon,two.sided,0.997351097178683,-2.76352699476565,-2.69214475861079,0.068949624296337,BL/T04,ns,ns,ns/ns,TO
Parasutterella_excrementihominis,0.191478703916068,Value,BL,T04,20,20,152,0.0826,-0.0298589336652091,0.533833858320551,Wilcoxon,two.sided,0.8585,-2.64026030355008,-2.90473397892354,-0.23465596870118,BL/T04,ns,ns,ns/ns,TO
Parasutterella_SGB9260,-0.146451647318196,Value,BL,T04,20,20,63,0.123,-0.376076346759363,0.0299722545429179,Wilcoxon,two.sided,0.8585,-2.74017279254097,-2.52056236763301,0.198531483904518,BL/T04,ns,ns,ns/ns,TO
Phascolarctobacterium_faecium,-0.0886047099051096,Value,BL,T04,20,20,77,0.312,-0.357612869470244,0.0755068165609061,Wilcoxon,two.sided,0.930330985915493,-2.51070312730649,-2.35772195070906,0.142350915565997,BL/T04,ns,ns,ns/ns,TO
Phascolarctobacterium_SGB5790,-0.154213668614284,Value,BL,T04,20,20,79,0.349,-0.473044888483368,0.168965451844784,Wilcoxon,two.sided,0.930330985915493,-2.99244970208761,-2.84889731113289,0.134139549744867,BL/T04,ns,ns,ns/ns,TO
Phascolarctobacterium_succinatutens,-0.0938180797719819,Value,BL,T04,20,20,82,0.409,-0.40808795357003,0.109532784617761,Wilcoxon,two.sided,0.930330985915493,-2.90243841636143,-2.76209169333557,0.131332359169437,BL/T04,ns,ns,ns/ns,TO
Phocaeicola_coprocola,0.211584752089834,Value,BL,T04,20,20,145,0.143,-0.0735566847781717,0.584599455632736,Wilcoxon,two.sided,0.8585,-2.31459065989301,-2.57492200470023,-0.231374658461514,BL/T04,ns,ns,ns/ns,TO
Phocaeicola_coprophilus,-0.210741723065287,Value,BL,T04,20,20,72,0.231,-0.529263127120274,0.140832259295859,Wilcoxon,two.sided,0.867593023255814,-2.85641673585228,-2.6575473611899,0.181378924874697,BL/T04,ns,ns,ns/ns,TO
Phocaeicola_dorei,0.0210349674385992,Value,BL,T04,20,20,112,0.812,-0.369356112041702,0.272711324703124,Wilcoxon,two.sided,0.997351097178683,-2.47438705516751,-2.46645455680178,0.00790120149983977,BL/T04,ns,ns,ns/ns,TO
Phocaeicola_massiliensis,-0.240225591187253,Value,BL,T04,20,20,70,0.202,-0.547699033146003,0.129760594760585,Wilcoxon,two.sided,0.8585,-2.69043983623791,-2.52503911188493,0.153064997275451,BL/T04,ns,ns,ns/ns,TO
Phocaeicola_plebeius,0.00806457081261358,Value,BL,T04,20,20,109,0.898,-0.121916571485233,0.144008846979037,Wilcoxon,two.sided,0.997351097178683,-2.1731810808699,-2.17817206149915,-0.0049785669725063,BL/T04,ns,ns,ns/ns,TO
Phocaeicola_SGB6473,0.0884400342435007,Value,BL,T04,20,20,117,0.674,-0.187270989931108,0.36745380057526,Wilcoxon,two.sided,0.997351097178683,-2.62592073116348,-2.74874968739889,-0.115851354481397,BL/T04,ns,ns,ns/ns,TO
Phocaeicola_vulgatus,0.034974754326416,Value,BL,T04,20,20,116,0.701,-0.152787873929927,0.173046357729059,Wilcoxon,two.sided,0.997351097178683,-1.87028895380166,-1.88300280906148,-0.0126337127672189,BL/T04,ns,ns,ns/ns,TO
Prevotella_bivia,0.167741023838812,Value,BL,T04,20,20,141,0.189,-0.153337063704035,0.484075603357135,Wilcoxon,two.sided,0.8585,-2.75173783079439,-2.85624033550015,-0.0993950116036369,BL/T04,ns,ns,ns/ns,TO
Prevotella_copri_clade_A,0.0451792825093442,Value,BL,T04,20,20,118,0.648,-0.187892801473578,0.22940750602409,Wilcoxon,two.sided,0.997351097178683,-2.5288854856899,-2.51236542112044,0.0163850927694311,BL/T04,ns,ns,ns/ns,TO
Prevotella_copri_clade_C,-0.159794076251094,Value,BL,T04,20,20,81,0.388,-0.664220854693478,0.157573976324929,Wilcoxon,two.sided,0.930330985915493,-2.87794380775775,-2.65344614726691,0.20253068682504,BL/T04,ns,ns,ns/ns,TO
Prevotella_corporis,-0.27804584084931,Value,BL,T04,20,20,44,0.0215,-0.536231830609525,-0.0294316625993072,Wilcoxon,two.sided,0.8585,-3.00390511790136,-2.69817225164231,0.266764466486009,BL/T04,ns,*,*/ns,TO
Prevotella_disiens,0.0808244876041307,Value,BL,T04,20,20,110,0.869,-0.492511397179504,0.40503279493202,Wilcoxon,two.sided,0.997351097178683,-2.94280348968356,-2.90831435559822,0.033907714605846,BL/T04,ns,ns,ns/ns,TO
Prevotella_stercorea,-0.0379669166275093,Value,BL,T04,20,20,101,0.898,-0.47551314606544,0.334206767216496,Wilcoxon,two.sided,0.997351097178683,-2.77768110593131,-2.73801523522213,0.0388993833681453,BL/T04,ns,ns,ns/ns,TO
Prevotella_timonensis,0.0385654101668339,Value,BL,T04,20,20,118,0.648,-0.364075636489475,0.429396924970297,Wilcoxon,two.sided,0.997351097178683,-3.017598105548,-3.00023763109659,0.0172115030857234,BL/T04,ns,ns,ns/ns,TO
Pseudoruminococcus_massiliensis,-0.141342865765801,Value,BL,T04,20,20,69,0.189,-0.423713870669291,0.0835480068181276,Wilcoxon,two.sided,0.8585,-2.84315117201904,-2.66240853425224,0.166143594557038,BL/T04,ns,ns,ns/ns,TO
Rheinheimera_SGB14999,0.0685903199863671,Value,BL,T04,20,20,128,0.409,-0.112084985845066,0.342835425040293,Wilcoxon,two.sided,0.930330985915493,-2.67099735464778,-2.78745241830931,-0.110158543983894,BL/T04,ns,ns,ns/ns,TO
Romboutsia_timonensis,0.00386887606105191,Value,BL,T04,20,20,108,0.927,-0.141715883430803,0.221977157033111,Wilcoxon,two.sided,0.997351097178683,-2.64708368942794,-2.67227055946267,-0.0248749082025187,BL/T04,ns,ns,ns/ns,TO
Roseburia_faecis,-0.122397893306781,Value,BL,T04,20,20,73,0.245,-0.354403746988256,0.106462671775815,Wilcoxon,two.sided,0.889157303370787,-2.59942400994512,-2.47028439128633,0.121455943295491,BL/T04,ns,ns,ns/ns,TO
Roseburia_hominis,-0.120412686527503,Value,BL,T04,20,20,58,0.0826,-0.314743334972248,0.020576297788361,Wilcoxon,two.sided,0.8585,-2.61408364359681,-2.47172593082263,0.133094295789026,BL/T04,ns,ns,ns/ns,TO
Roseburia_intestinalis,0.127175077739447,Value,BL,T04,20,20,140,0.202,-0.106161836264065,0.368223086389044,Wilcoxon,two.sided,0.8585,-2.56144090946407,-2.70386122398943,-0.133149094767697,BL/T04,ns,ns,ns/ns,TO
Roseburia_inulinivorans,-0.235868169702439,Value,BL,T04,20,20,71,0.216,-0.483891427524196,0.215957590785646,Wilcoxon,two.sided,0.861333333333333,-2.65807890104284,-2.47336002111966,0.169505514310762,BL/T04,ns,ns,ns/ns,TO
Roseburia_sp_AF02_12,0.28792816411528,Value,BL,T04,20,20,153,0.0759,-0.0307691646687396,0.516678845817383,Wilcoxon,two.sided,0.8585,-2.64637050639592,-2.88557592857473,-0.214470385658727,BL/T04,ns,ns,ns/ns,TO
Roseburia_sp_AM16_25,-0.00865348084692319,Value,BL,T04,20,20,103,0.956,-0.424768023586743,0.328881328164145,Wilcoxon,two.sided,0.997351097178683,-2.87354969323476,-2.8336686840945,0.0391062923192626,BL/T04,ns,ns,ns/ns,TO
Roseburia_sp_AM23_20,0.173212591525036,Value,BL,T04,20,20,132,0.33,-0.18573832420292,0.530949371192172,Wilcoxon,two.sided,0.930330985915493,-2.78226007434807,-2.95696494970814,-0.161016946141357,BL/T04,ns,ns,ns/ns,TO
Roseburia_sp_AM59_24XD,-0.173377899261263,Value,BL,T04,20,20,57,0.0759,-0.411289677891301,0.0289855534860199,Wilcoxon,two.sided,0.8585,-2.81647619307955,-2.64025056349712,0.162310692963126,BL/T04,ns,ns,ns/ns,TO
Ruminococcus_bicirculans,0.0444594555587511,Value,BL,T04,20,20,114,0.756,-0.203619860842524,0.256239273727921,Wilcoxon,two.sided,0.997351097178683,-2.48147745617106,-2.52239827882694,-0.040105727812135,BL/T04,ns,ns,ns/ns,TO
Ruminococcus_bovis,0.251066539091781,Value,BL,T04,20,20,134,0.294,-0.128927233872793,0.528341248448728,Wilcoxon,two.sided,0.930330985915493,-2.70410714140329,-2.9261441482857,-0.200519144155349,BL/T04,ns,ns,ns/ns,TO
Ruminococcus_bromii,-0.136800867134107,Value,BL,T04,20,20,76,0.294,-0.441083279772609,0.110037932523965,Wilcoxon,two.sided,0.930330985915493,-2.51728941483715,-2.30959117084347,0.188716270289423,BL/T04,ns,ns,ns/ns,TO
Ruminococcus_callidus,0.00922854333264944,Value,BL,T04,20,20,108,0.927,-0.225691542971975,0.226281486455932,Wilcoxon,two.sided,0.997351097178683,-2.76932680079711,-2.76153223212101,0.007764347962378,BL/T04,ns,ns,ns/ns,TO
Ruminococcus_gnavus,0.165126422306037,Value,BL,T04,20,20,146,0.133,-0.0793454070645546,0.335329727410033,Wilcoxon,two.sided,0.8585,-2.54997599462206,-2.69870663281244,-0.138657539869229,BL/T04,ns,ns,ns/ns,TO
Ruminococcus_lactaris,-0.0856092105530828,Value,BL,T04,20,20,93,0.674,-0.462425820321917,0.365722624084656,Wilcoxon,two.sided,0.997351097178683,-2.85894103384406,-2.85440981513065,0.00452098364846099,BL/T04,ns,ns,ns/ns,TO
Ruminococcus_SGB4421,0.0421006404037693,Value,BL,T04,20,20,114,0.756,-0.30564003283775,0.367080681008775,Wilcoxon,two.sided,0.997351097178683,-2.8226046698831,-2.83663739343377,-0.0139351763944956,BL/T04,ns,ns,ns/ns,TO
Ruminococcus_sp_AF13_28,-0.0383519400523227,Value,BL,T04,20,20,99,0.841,-0.26890862156545,0.231998686821044,Wilcoxon,two.sided,0.997351097178683,-2.61251444089843,-2.60378659322466,0.00868998018618999,BL/T04,ns,ns,ns/ns,TO
Ruminococcus_sp_BSD2780120874_150323_B10,0.255466495562732,Value,BL,T04,20,20,148,0.114,-0.0640218304961528,0.565252927019132,Wilcoxon,two.sided,0.8585,-2.55995048894396,-2.83374738923156,-0.242002125514887,BL/T04,ns,ns,ns/ns,TO
Ruminococcus_torques,0.018919888330468,Value,BL,T04,20,20,111,0.841,-0.229785861735223,0.219380808251928,Wilcoxon,two.sided,0.997351097178683,-2.53976438172823,-2.51865979994444,0.020884964675141,BL/T04,ns,ns,ns/ns,TO
Ruthenibacterium_lactatiformans,0.188061158371663,Value,BL,T04,20,20,156,0.0583,-0.00624739126187857,0.421613424441023,Wilcoxon,two.sided,0.8585,-2.61715823308441,-2.83125138957449,-0.19399742485812,BL/T04,ns,ns,ns/ns,TO
Sellimonas_intestinalis,0.00331384757140563,Value,BL,T04,20,20,106,0.985,-0.415252577442894,0.297420317547072,Wilcoxon,two.sided,0.997351097178683,-2.90654565367861,-2.88799471788882,0.0183809660280461,BL/T04,ns,ns,ns/ns,TO
Streptococcus_parasanguinis,-0.0782822335162084,Value,BL,T04,20,20,95,0.729,-0.484849630041688,0.227719651112457,Wilcoxon,two.sided,0.997351097178683,-2.96552719849231,-2.8767481766299,0.0850569049601141,BL/T04,ns,ns,ns/ns,TO
Streptococcus_pasteurianus,0.0664909528862843,Value,BL,T04,20,20,118,0.648,-0.159988847771305,0.327707428418757,Wilcoxon,two.sided,0.997351097178683,-2.68095925038407,-2.79600590895031,-0.108896250284303,BL/T04,ns,ns,ns/ns,TO
Streptococcus_salivarius,-0.101539829978624,Value,BL,T04,20,20,68,0.177,-0.322155828243675,0.126189844867917,Wilcoxon,two.sided,0.8585,-2.76141033709991,-2.67702210243456,0.0810159889573161,BL/T04,ns,ns,ns/ns,TO
Streptococcus_thermophilus,-0.141798171740897,Value,BL,T04,20,20,77,0.312,-0.422895499259988,0.120480994110626,Wilcoxon,two.sided,0.930330985915493,-2.8311906496273,-2.67980618533745,0.140965100281491,BL/T04,ns,ns,ns/ns,TO
Sutterella_sp_AM11_39,-0.171696141206571,Value,BL,T04,20,20,66,0.154,-0.430133186583307,0.0774197956357328,Wilcoxon,two.sided,0.8585,-2.86585868431942,-2.68986182184632,0.162116181507833,BL/T04,ns,ns,ns/ns,TO
Sutterella_wadsworthensis,-0.0193095169609067,Value,BL,T04,20,20,98,0.812,-0.523993357188286,0.187482050148081,Wilcoxon,two.sided,0.997351097178683,-2.76021856385665,-2.61663087973684,0.134170412012967,BL/T04,ns,ns,ns/ns,TO
Tyzzerella_nexilis,-0.169662585168133,Value,BL,T04,20,20,71,0.216,-0.495275174047874,0.0537663227811005,Wilcoxon,two.sided,0.861333333333333,-2.81800760972228,-2.61431462847828,0.185394315402091,BL/T04,ns,ns,ns/ns,TO
Veillonella_atypica,0.0632712616360761,Value,BL,T04,20,20,114,0.756,-0.252400057550669,0.408512737635673,Wilcoxon,two.sided,0.997351097178683,-2.81298388790751,-2.90720746713191,-0.0900450516974353,BL/T04,ns,ns,ns/ns,TO
Veillonella_dispar,0.26959178457257,Value,BL,T04,20,20,158,0.0484,0.0162069176217019,0.474547460505472,Wilcoxon,two.sided,0.8585,-2.76622487210943,-2.98055090522622,-0.194189217632961,BL/T04,ns,*,*/ns,TO
Veillonella_parvula,-0.197432834927131,Value,BL,T04,20,20,67,0.165,-0.434024556954206,0.0400338035995231,Wilcoxon,two.sided,0.8585,-2.81117085193241,-2.63958230224981,0.158360562692719,BL/T04,ns,ns,ns/ns,TO
Veillonella_rogosae,0.0233992830797817,Value,BL,T04,20,20,111,0.841,-0.243349572440761,0.244732754872698,Wilcoxon,two.sided,0.997351097178683,-2.78173771015656,-2.7910512409965,-0.00927042733544002,BL/T04,ns,ns,ns/ns,TO
Vescimonas_coprocola,-0.00273049607523801,Value,BL,T04,20,20,105,1,-0.288493355841466,0.244935536447341,Wilcoxon,two.sided,1,-2.793244017407,-2.77238929357392,0.020640240942138,BL/T04,ns,ns,ns/ns,TO
Vescimonas_SGB15087,0.163458666918987,Value,BL,T04,20,20,137,0.245,-0.157132995247052,0.408926823893315,Wilcoxon,two.sided,0.889157303370787,-2.87217803735805,-2.95638200853232,-0.0808460506065032,BL/T04,ns,ns,ns/ns,TO
Victivallis_lenta,0.0271776020901432,Value,BL,T04,20,20,109,0.898,-0.225605800752258,0.253513565373806,Wilcoxon,two.sided,0.997351097178683,-2.82339185279446,-2.85214490126251,-0.0283474362786716,BL/T04,ns,ns,ns/ns,TO
Waltera_intestinalis,0.0560351417103514,Value,BL,T04,20,20,112,0.812,-0.252741762782659,0.330209051787919,Wilcoxon,two.sided,0.997351097178683,-2.66679426404233,-2.69822257701082,-0.0309445532648235,BL/T04,ns,ns,ns/ns,TO
Adlercreutzia_equolifaciens,0.155880510076885,Value,BL,T12,20,20,128,0.409,-0.161471574776068,0.462815370467255,Wilcoxon,two.sided,0.994234375,-2.82758763744016,-2.96876483750521,-0.132060361245122,BL/T12,ns,ns,ns/ns,TO
Agathobaculum_butyriciproducens,0.260818125131146,Value,BL,T12,20,20,158,0.0484,0.0066877941805723,0.52773025437663,Wilcoxon,two.sided,0.818734782608696,-2.56003417089394,-2.80741066817553,-0.221042543567619,BL/T12,ns,*,*/ns,TO
Akkermansia_muciniphila,0.0109661228298157,Value,BL,T12,20,20,108,0.927,-0.249473727479834,0.287922310441575,Wilcoxon,two.sided,0.994234375,-2.58577257259037,-2.59883723862035,-0.0129800593890054,BL/T12,ns,ns,ns/ns,TO
Alistipes_communis,0.122272338213952,Value,BL,T12,20,20,133,0.312,-0.219850857988479,0.302812196894766,Wilcoxon,two.sided,0.969,-2.82999077944883,-2.8651551383265,-0.0345602149577996,BL/T12,ns,ns,ns/ns,TO
Alistipes_finegoldii,-0.13931494428839,Value,BL,T12,20,20,73,0.245,-0.463346783959213,0.13866979349384,Wilcoxon,two.sided,0.965060975609756,-2.82808821924539,-2.69482235603401,0.125103608721327,BL/T12,ns,ns,ns/ns,TO
Alistipes_ihumii,-0.120304676455325,Value,BL,T12,20,20,79,0.349,-0.443845900231855,0.144103383256121,Wilcoxon,two.sided,0.974295081967213,-2.88225554628386,-2.72344110980288,0.147397444965404,BL/T12,ns,ns,ns/ns,TO
Alistipes_indistinctus,0.134518107156458,Value,BL,T12,20,20,144,0.154,-0.0578829329063306,0.330934045352973,Wilcoxon,two.sided,0.893296875,-2.70975567856453,-2.84288273751464,-0.12498111958003,BL/T12,ns,ns,ns/ns,TO
Alistipes_onderdonkii,-0.0694481016087791,Value,BL,T12,20,20,92,0.648,-0.348910116550233,0.196473073202028,Wilcoxon,two.sided,0.994234375,-2.61391330111486,-2.49441477225366,0.112880842952373,BL/T12,ns,ns,ns/ns,TO
Alistipes_putredinis,0.077409304272955,Value,BL,T12,20,20,129,0.388,-0.109622656044108,0.315736086567597,Wilcoxon,two.sided,0.97909375,-2.36834450318369,-2.47054308534399,-0.097306896093736,BL/T12,ns,ns,ns/ns,TO
Alistipes_senegalensis,-0.104638140145953,Value,BL,T12,20,20,75,0.277,-0.368086652615031,0.113696619245902,Wilcoxon,two.sided,0.969,-2.81243021955202,-2.68592378098123,0.119121196427123,BL/T12,ns,ns,ns/ns,TO
